parentid,id,body
"2382401","2382450","<p>He simply calculated each ""fundamental solution"" by assigning 1 to one of the free variables and 0 to the others. Then by expressing x as the linear combination  of $f_1, f_2, f_3, f_4$, one arrives at the general solution.</p>

<p>Note that this is just to say that the vector space of solutions to the linear system is of dimension $4$ and ${f_1, f_2, f_3, f_4}$ is its basis.</p>
"
"2382402","2382484","<p>T3 to add generator $y$ and relation $y = b$: $\langle x,b,c,y | b^2, (bc)^2, y^{-1}b \rangle$</p>

<p>T1 to add relation $(yc)^2 = 1$ (derivable from $y = b$ and $(bc)^2 = 1$): $\langle x,b,c,y | b^2, (bc)^2, y^{-1}b, (yc)^2 \rangle$</p>

<p>T2 to remove relator $(bc)^2$: $\langle x,b,c, y | b^2, y^{-1}b, (yc)^2 \rangle$</p>

<p>T1 to add relator $y^2$: $\langle x,b,c,y | b^2, y^{-1}b, (yc)^2, y^2 \rangle$</p>

<p>T2 to remove relator $b^2$: $\langle x,b,c,y | y^{-1}b, (yc)^2, y^2 \rangle$</p>

<p>Now there is only one relator involving $b$ and it has the form $bw$ for a word $w$ not involving $b$, then, we may remove it.</p>

<p>T4 to remove generator $b$: $\langle x,c,y | (yc)^2, y^2 \rangle$</p>

<p>T3 to add generator $z$ with relation $z = yc$: $\langle x,c,y, z | (yc)^2, y^2, z^{-1}yc \rangle$</p>

<p>Now, $z = yc$ and $(yc)^2 = 1$ imply $z^2 = 1$, so, we may add this relation:</p>

<p>T1 to add relator $z^2$: $\langle x,c,y, z | (yc)^2, y^2, z^{-1}yc, z^2 \rangle$</p>

<p>Now, $(yc)^2 = 1$ is derivable from $z = yc$ and and $z^2 = 1$, so, we may remove it:</p>

<p>T2 to remove relator $(yc)^2$: $\langle x,c,y, z | y^2, z^{-1}yc, z^2 \rangle$</p>

<p>T4 to remove generator $c$: $\langle x,y, z | y^2, z^2 \rangle$</p>
"
"2382403","2382410","<p><strong>hint</strong></p>

<p>$$\ln (n+1)=\ln (n)(1+\frac {\ln (1+\frac {1}{n})}{\ln (n)})$$
$$\sim \ln (n) $$</p>

<p>use ratio test.</p>
"
"2382408","2382422","<p>Substitute $x=\frac{1}{\sqrt{m}}$ into the sum &amp; do partial fractions
\begin{eqnarray*}
\sum_{n=1}^{\infty} \frac{\frac{1}{\sqrt{M}}}{n(1+\frac{n}{M})}=\sqrt{M} \sum_{n=1}^{\infty} \frac{1}{n(n+M)} = \frac{1}{\sqrt{M}}\sum_{n=1}^{\infty} \left( \frac{1}{n} -\frac{1}{n+M} \right) =\color{red}{ \frac{H_M}{\sqrt{M}}}.
\end{eqnarray*}</p>
"
"2382414","2382452","<p>let $$a_n=\frac{x}{n(1+nx^2)}$$ then we have $$\frac{a_{n+1}}{a_n}=\left(\frac{n}{n+1}\right)^2\left(\frac{(\frac{1}{n}+x^2)}{\frac{1}{n+1}+x^2}\right)$$
and for the second series we get
let $$a_n=\frac{x^n}{\ln(n+1)}$$ and $$\frac{a_{n+1}}{a_n}=\frac{x\left(1+\frac{\ln(1+\frac{1}{n})}{\ln(n)}\right)}{1+\frac{\ln(1+\frac{2}{n})}{\ln(n)}}$$</p>
"
"2382417","2382438","<p>The function $x^{\frac{1}{x}}$ is decreasing for $x &gt; e$. So if $ e&lt;a&lt;b $ then $a^{\frac{1}{a} } &gt; b^{\frac{1}{b}}$ . In your case $ \color{red}{3^{\pi} &gt; \pi^{3}}$.</p>

<p>EDIT:
In order to solve the problem when $a &lt; e &lt; b$ we need to invert the equation $ \frac{ln(b')}{b'}= \frac{ln(b)}{b}$ where $b'&lt;e&lt;b$. This can be done using the Lambert $W$ function. Given $b$, $b'$ can be calculated using 
\begin{eqnarray*}
b'= \exp( -W_0(-\frac{ln(b)}{b})).
\end{eqnarray*}
You can use Wolfie to do this calculation Eg $b=4$ <a href=""https://www.wolframalpha.com/input/?i=e%5E(-productlog(-ln(b)%2Fb)),b%3D4"" rel=""nofollow noreferrer"">https://www.wolframalpha.com/input/?i=e%5E(-productlog(-ln(b)%2Fb)),b%3D4</a>
Then compare the returned value $b'$ with $a$. We are now in the increasing part of the function so if $a&lt;b'$ then $a^{b'} &lt; (b')^a$.</p>
"
"2382421","2382439","<p>The $n$ in the formula isn't the $n$ you're working with. What you are supposed to do is sum over all possible outcomes $x$ of the random variable $-P(x)\log_2 P(x)$. Here there are $62^{16}$ possibilities, all with probability $62^{-16}$, so you get $62^{16}62^{-16}\log_2(62^{16})=16\log_2 62\approx 95$.</p>

<p>In fact whenever all possibilities are equally likely the entropy is just $\log_2$ of the number of possibilities.</p>

<p>(The formula is for a random variable with $n$ possibilities $x_1,\ldots,x_n$, not a random variable $x$ with $n$ components.)</p>
"
"2382423","2382542","<p>As others have shown this isn't true in general. In their examples, the sequences $a_n$ and $b_n$ either both tend to $0$ or to $\infty$. What happens in other cases?</p>

<p>Suppose that $\lim b_n = L$ is finite and $\lim \frac{a_n}{b_n} = 1$. Then,
$$
\left| a_n - b_n \right|
= |b_n| \left| \frac{a_n - b_n}{b_n} \right|
= |b_n| \left| \frac{a_n}{b_n} - 1 \right|
\to |L| \cdot 0 = 0
$$
Thus, $\lim (a_n-b_n) = 0.$</p>

<p>In the same way, if $\lim b_n = L \neq 0$ and $\lim (a_n-b_n) = 0$ then
$$
\left| \frac{a_n}{b_n} - 1 \right|
= \left| \frac{a_n-b_n}{b_n} \right|
= \frac{1}{|b_n|} \left| a_n-b_n \right|
\to \frac{1}{|L|} \cdot 0 = 0
$$
Thus, $\lim \frac{a_n}{b_n} = 1.$</p>

<p>Therefore, if $\lim b_n$ exists and is neither zero or infinite, then we do have equivalence. In this case, of course $\lim a_n = \lim b_n = L.$</p>
"
"2382425","2382444","<p>Given the information you have provided, we may not derive such a bound because $f$ might be arbitrarily flat in an arbitrarily large neighbourhood of its unique minimiser. It would be useful if, for example, we knew that $f$ is strongly convex with a known strong convexity modulus so that we know that $f$ grows faster than some quadratic function close to its minimiser. </p>

<p>Additionally, even if we know that $L$ is the <em>best</em> Lipschitz constant of the function, it may be arbitrarily flat close to the minimizer and steeper aways from it.</p>
"
"2382453","2382488","<p>For $x&gt;e^5$,</p>

<p>$$\ln (x)+5\le 2\ln (x) $$
and
$$2+\sin (x)\ge 1$$
thus</p>

<p>$$\frac {1+\sin (x)}{\ln (x)+5}\ge \frac {1}{2\ln (x)} $$</p>

<p>but</p>

<p>$$\lim_{+\infty}\frac {\sqrt {x}}{\ln (x)}=+\infty$$
thus for $x $ large enough</p>

<p>$$\frac {\sqrt {x}}{\ln (x)}\ge 1$$
and</p>

<p>$$\frac {1}{\ln (x)}\ge \frac {1}{\sqrt {x}} $$</p>

<p>finally, as $\int^{+\infty}\frac {dx}{\sqrt {x}} $ diverges, we conclude that your integral is Divergent.</p>
"
"2382459","2382467","<p>No, consider the sequence of functions
$$f_n(x) = \begin{cases} 1/n &amp; \text{if $x=0$} \\ 0 &amp; \text{otherwise} \end{cases}$$
Then $f_n \to 0$ uniformly, and while $0$ is continuous, none of the $f_n$ are.</p>
"
"2382463","2382475","<p>The answer is <em>yes</em>. More precisely, if $n$ is a square-free integer, then the expansion of $\sqrt{n}$ in continued fraction is $$\sqrt{n} = [a_0; \, \overline{a_1, \, a_2, \, a_3, \ldots, a_2, \, a_1, \, 2a_0}],$$
where the repeating part (excluding the last term) is symmetric upon reversal.</p>

<p>For more details, see <a href=""http://mathworld.wolfram.com/PeriodicContinuedFraction.html"" rel=""nofollow noreferrer"">here</a>.</p>
"
"2382464","2382496","<p>The sum is a geometric sum &amp; is easy enough to calculte. Let $ x =e^{2 \pi i u}$
\begin{eqnarray*}
\sum_{k=-M}^{M} x^k= \frac{x^{-M}-x^{M+1}}{1-x} = \frac{x^{M+\frac{1}{2}}-x^{-M-\frac{1}{2}}}{x^{\frac{1}{2}}-x^{-\frac{1}{2}}}
\end{eqnarray*}
Now use $e^{i \pi u}-e^{-i \pi u}=2 \sin( \pi u)$.</p>
"
"2382474","2382664","<p>There are a lot of incorrect ideas here.  First, antiderivatives of $f$ aren't even in a cohomology class at all.  A cohomology class consists of a coset of the set of closed forms by the vector subspace of exact forms.  In particular, for a form (in this case, a $0$-form) to be in a cohomology class, it must be a closed form!  In order for a function $F$ to be a closed $0$-form, its derivative must be $0$.  So the antiderivatives $F$ and $G$ themselves are not elements of any cohomology class (unless $f=0$), though the differences $F-G$ are.</p>

<p>As for whether the differences $F-G$ are all elements of the same cohomology class, the answer is no.  Two closed $0$-forms are in the same cohomology class iff they differ by an exact $0$-form.  By definition, an exact $0$-form is the differential of a $(-1)$-form.  But there is no such thing as a $(-1)$-form (or rather, we formally say the vector space of $(-1)$-forms is the trivial vector space), so the only exact $0$-form is $0$.  So two closed $0$-forms are in the same cohomology class only if they are equal.  This renders your question (2) rather trivial, since any degree $0$ cohomology class has only one element.</p>

<p>Also, it is not correct that $F-G$ is constant: it is only <em>locally</em> constant.  If $A$ is disconnected, $F-G$ can take different values on different connected components.</p>

<p>Here, then, is the correct story.  The set of closed $0$-forms consists of the set of all smooth functions whose derivative vanishes.  These are exactly the locally constant functions.  Since the only exact $0$-form is $0$, the closed $0$-forms are the same thing as the $0$th de Rham cohomology.</p>

<p>On the other hand, given any smooth function $f$ which has an antiderivative $F$, you can find another antiderivative $G$ of $f$ by adding any locally constant function to $F$, and all other antiderivatives of $f$ can be found in this way.  That is, the ambiguity in defining ""the"" antiderivative of $f$ is determined by the set of all locally constant functions, aka the $0$th de Rham cohomology.</p>

<p>As for your third question, is this formulation in terms of de Rham cohomology enlightening?  Maybe, maybe not.  As I see it, its value is that it gives directions to generalize the phenomenon of non-uniqueness of antiderivatives.  For instance, if instead of an open subset $A\subseteq\mathbb{R}$ you had an arbitrary manifold, the correct generalization would be to talk about antiderivatives of $1$-forms on your manifold, not antiderivatives of functions (the differential of a function on a manifold is a $1$-form, not another function).</p>

<p>And of course, you can also consider de Rham cohomology in higher dimensions as another generalization.  Note though that there is an important difference in higher dimensions: exact forms no longer have to be trivial, so closed forms (which, as the forms with differential $0$, literally capture the non-uniqueness of ""antiderivatives"") are no longer the same as cohomology classes.  Instead, cohomology classes capture the non-uniqueness of antiderivatives modulo the ""trivial"" reasons that antiderivatives should not be unique (those coming from exact forms).  Another way to think of it is that they capture the part of the non-uniqueness of antiderivatives that comes from the global topology of your manifold, rather than just from the formal local properties of your manifold.  In the case of dimension $0$, the global topology in question is how many connected components your manifold has, which determines how many locally constant functions there are.</p>
"
"2382504","2382511","<p>There is not enough information.  It could be anywhere from $0$ to $100\%$.  Imagine for a hypothetical scenario that in the world there are a total of ten people named Joe overall and a total of ten people with blond hair, three of which with blond hair are named Joe.  The remaining seven Joe's all have black hair.  The remaining seven blond people are named Bob.</p>

<p>Now... here are two possible scenarios, each unable to be distinguished from the details you have given so far:</p>

<ul>
<li>The three blond Joe's are all rockstars</li>
</ul>

<p>This would lead to the probability that a blond Joe is a rockstar as being $100\%$</p>

<ul>
<li>None of the three blond Joes are rockstars.  That is, all of the rockstar Joe's are blackhaired and all of the rockstar blondes are named Bob.</li>
</ul>

<p>This would lead to a probability that a blonde Joe is a rockstar as being $0\%$.</p>

<p>Of course, the specific numbers could be literally anywhere between those.  To give any further information we would need to make several heavy assumptions as to the relationship between being a Joe, being blonde, and being a rockstar.  We know that one such assumption such as ""being a joe, being a blonde and being a rockstar are all independent events"" cannot be true otherwise the chance of being a rockstar should have been the same for Joes as it is for blondes.</p>

<hr>

<p>As per the edited question:</p>

<p>What you are talking about is <a href=""https://en.wikipedia.org/wiki/Conditional_probability"" rel=""nofollow noreferrer"">conditional probability</a>.  The notation $Pr(A\mid B)$ is the probability that $A$ occurs given that $B$ has occurred.</p>

<p>Let $J$ be the event that a randomly selected person is named Joe.  Let $R$ be the event that a randomly selected person is a rockstar.  Let $B$ be the event that a randomly selected person has blond hair.</p>

<p>Your givens are that $Pr(R\mid J)=0.7$ and that $Pr(R\mid B)=0.3$, that is to say the probability that a randomly selected Joe is a rockstar is $0.7$ and that a randomly selected person with blond hair is a rockstar is $0.3$.</p>

<p>You ask what the probability that a randomly selected person whose name is Joe and who has blond hair is a rock star.  I.e. you are asking for $Pr(R\mid J\cap B)$.  As mentioned previously, there is not enough given information to determine this and this number could have little to nothing to do with the values of $Pr(R\mid J)$ and $Pr(R\mid B)$.</p>
"
"2382507","2382528","<p>When the base of the logarithm is larger than $1$ they are increasing and they are negative when their argument is between $0$ and $1$</p>

<p>so you must solve $\dfrac{2x-8}{x-2} &gt;0 $ <em>AND</em> $\dfrac{2x-8}{x-2} &lt;1$</p>

<p>the first is verified for $x&lt;2;\;x&gt;4\quad(*)$</p>

<p>to solve the second remember to move RHS in the LHS and add them together</p>

<p>$\dfrac{2x-8}{x-2} -1&lt;0\to \dfrac{2x-8-x+2}{x-2}&lt;0\to \dfrac{x-6}{x-2}&lt;0$</p>

<p>which is verified for $2&lt;x&lt;6$</p>

<p>we need to find the intersection of the last solution and the solution $\quad(*)$</p>

<p>which is $4&lt;x&lt;6$</p>

<p>Hope this helps</p>
"
"2382512","2382516","<p>Regardless of what $X$ is, ""$P(x)$ holds for all but finitely many $x\in X$"" means that the set $\{x\in X:\neg P(x)\}$ is finite.  If $X$ is finite, then $\{x\in X:\neg P(x)\}$ is always finite, since it is a subset of $X$.  So if $X$ is finite, every property holds for all but finitely many $x\in X$.</p>
"
"2382526","2382764","<p>Let us say that we work over the complex numbers. Take the closed immersion $i:C\hookrightarrow Y$, where $C$  is the rational curve. Then I claim that the sheaf $E=i_*\mathcal{O}_C$ is supported on $C$ but $Rf_*E$ is not zero in the derived category of X. It's enough to show that $f_*E$ is not zero. Let us say that the curve is contracted to a point $p$ in $X$, then if we take an open $U\subset X$ containing $p$ we have that $f_*E(U)$ is not zero, and actually is  equal to $\mathbb{C}$, because $f^{-1}U$ contains $C$.</p>

<p>The other implication should be true: indeed the hypothesis implies that $f_*E=0$, and using the fact that $f:Y-C\rightarrow X-p$ is an isomorphism, then you see that the stalks of E at the points in $Y-C$ are all zero, thus the support of $E$ must be contained in $C$.</p>
"
"2382530","2382541","<p>Let $(e_1,\ldots,e_n)$ a basis of $E$ and define the linear forms $e_j^*$ by</p>

<p>$$e_j^*(e_i)=\delta_{i,j}$$
It's easy to prove that the $(e_j^*)_{1\le j\le n}$ are linearly independent. In fact let $\alpha_j\in\Bbb R$ such that
$$\sum_{j=1}^n \alpha_je_j^*=0$$
and we apply it to $e_i$ and we get $\alpha_i=0$. Now let $f\in E^*$ and let $f(e_i)=x_i$. Then $f=\sum_{j=1}^n x_j e_j^*$ because  they are equal on the basis $(e_i)$. Hence $(e_j^*)$ spans $E^*$ and so it's a basis of $E^*$. We conclude that $\dim E^*=n=\dim E$.</p>
"
"2382539","2382544","<p>Yes. Indeed $\cos ((n+1)x) = -\cos((n-1)x) + 2\cos(x)\cos(nx)$. Then it is enough to take the sequence of polynomials such that $T_{n+1}(x) = -T_{n-1}(x) + 2 x T_n(x)$. For the initialization $T_0(x) = 1$ and $T_1(x) = x$ satisfy the condition for $n=0$ and $n=1$</p>
"
"2382568","2382587","<p>Let $y=x+2$. Then define $f(y)$ by 
$$
|x+1|+|x+2|+|x+3| = |y-1|+|y|+|y+1| \equiv f(y) 
$$
$f(y) = |1-y|+|y|+|1+y|$ so $f(-y) = f(y)$.  </p>

<p>Above $y=1$, $f(y) = 3y$ which is monotonic increasing.  For $0\leq y \leq 1$,
$$
f(y) = (1-y)+y+(1+y) = 2+y
$$
which is also monotonic increasing and has a minimum at $f(0)=2$.</p>

<p>So $f(y)$ has a minimum value of $2$ at $y=0$, and is increasing for positive $y$ and decreasing for negative $y$.   Therefore, $f(y)=a$ (and therefore your original equation) has:</p>

<ul>
<li>No solutions for $a&lt;2$.</li>
<li>One solution for $a=2$.</li>
<li>Two solutions for $a&gt;2$.</li>
</ul>
"
"2382569","2382573","<p>$\newcommand{\Q}{\Bbb Q}|\Q(e^{\pi i/5}):\Q|=4$ and
$|\Q(2^{1/5}):\Q|=5$. What does that tell you about
$|\Q(2^{1/5},e^{\pi i/5}):\Q|$?</p>
"
"2382583","2382588","<p>As it's a simple pole, the residue is
$$\lim_{z\to\xi}(z-\xi)\frac{H(z)}{P(z)}
=\lim_{z\to\xi}H(z)\times
\left(\lim_{z\to\xi}\frac{P(z)-P(\xi)}{z-\xi}
\right)^{-1}=H(\xi)P'(\xi)^{-1}.$$</p>
"
"2382584","2382602","<p>For $f(u, v)$, $g(x)$, $h(x)$ sufficiently differentiable (what Thomas Andrews in his comment terms <em>nice</em>), taking</p>

<p>$u = g(x) \tag 1$</p>

<p>and</p>

<p>$v = h(x), \tag 2$</p>

<p>we have</p>

<p>$\dfrac{df}{dx} = \dfrac{\partial f(u, v)}{\partial u} \dfrac{dg(x)}{dx} + \dfrac{\partial f(u, v)}{\partial v} \dfrac{dh(x)}{dx}; \tag 3$</p>

<p>or, in terms of (1), (2),</p>

<p>$\dfrac{df}{dx} = \dfrac{\partial f(g(x), h(x))}{\partial u} \dfrac{dg(x)}{dx} + \dfrac{\partial f(g(x), h(x))}{\partial v} \dfrac{dh(x)}{dx}. \tag 4$</p>

<p>The above is simply an application of the multiple-variable <strong><em>chain rule</em></strong>.  See <a href=""https://en.wikipedia.org/wiki/Chain_rule"" rel=""nofollow noreferrer"">this widipedia page</a> for more.</p>
"
"2382586","2382592","<p>\begin{align}
 abab &amp;= e \\
 a^2bab &amp;= a \\
 bab &amp;= a \\
 bab^3 &amp;= ab^2 \\
 ba &amp;= ab^2.
\end{align}</p>
"
"2382589","2382756","<p>If you are vetting a random number generator (RNG), this chi-squared test 
is one useful criterion. However, there are some additional considerations:</p>

<p>(a) The chi-squared <em>statistic</em> is based on integer counts, and thus is
discrete. This means the P-values from the test will not be <em>exactly</em>
uniformly distributed in $(0,1).$ [The approximating chi-squared <em>distribution</em>
is continuous, but it is the statistic that matters.] Even though
the P-values are are not exactly $\mathsf{Unif}(0,1),$ they will take 
many values throughout $(0,1)$ if the RNG is working as advertised.</p>

<p>(b) Even if the RNG is is 'good', the P-value will be below 0.05 in about 5%
of your runs. Thus it is necessary to do many runs (as you have done) before
drawing a conclusion about the RNG. You should be suspicious of an RNG that
consistently gives P-values below 0.05.</p>

<p>(c) Perhaps surprisingly, you should also be suspicious of an RNG that
consistently gives P-values <em>above</em> 0.95 (corresponding to very <em>low</em> chi-squared values). A frequent flaw in 'bad' RNGs is that their behavior is 'too regular'.
A chi-squared statistic of 0 arises from <em>perfect fit</em> of observed counts to
expected counts. Analogously, you should be suspicious if someone claims
to have rolled a fair die 600 times, obtaining exactly 100 instances each
of faces 1 through 6. The result seems ""too good to be true.""</p>

<p><em>More generally,</em> thoroughly vetting an RNG requires subjecting it to a large
number of simulation tasks to see that it gets the same answers predicted
by theory. Some of the tests need to be multivariate, because it is possible
for an RNG to make a suitable almost uniform-looking histogram in one dimension
and yet put all its points on only a few hyperplanes of an $n$-dimensional
unit hypercube. [The ""Mersenne-Twister,"" the default RNG in R statistical software, has been vetted up to $n = 623$ dimensions. If you have access to R,
type <code>help .Random.seed</code> and <code>help runif</code> in the Session window for
explanatory pages.]</p>

<p>There are curated 'batteries' of test problems for RNGs. Problems are chosen because they are
notoriously difficult for RNGs that are only 'pretty good' to simulate correctly. One useful package
of such problems is Marsaglia's ""Die Hard,"" which you can read about on
several Internet pages.</p>
"
"2382591","2382595","<p>Read this pdf
<a href=""https://www.dpmms.cam.ac.uk/~dc340/EGT3.pdf"" rel=""nofollow noreferrer"">https://www.dpmms.cam.ac.uk/~dc340/EGT3.pdf</a></p>

<p>This exactly answers your question.</p>
"
"2382593","2382783","<p>Found <a href=""http://www.mathematicsgre.com/viewtopic.php?t=1498"" rel=""nofollow noreferrer"">here</a></p>

<p>If the symmetric group $S_n$ is split into $n$ disjoint subgroups of orders $a_1, a_2...a_n$, the <em>Cauchy</em> number is $\sum _{i=1}^n (a_i-1)$</p>

<p>In your case $(1354)(267)$ means two subgroups of order $4!$ and $3!$, then following the definition the Cauchy number should be $(4!-1)+(3!-1)=28$</p>

<p>$$\left(
\begin{array}{ccccccc}
 1 &amp; 2 &amp; 3 &amp; 4 &amp; 5 &amp; 6 &amp; 7 \\
 3 &amp; 6 &amp; 5 &amp; 1 &amp; 4 &amp; 7 &amp; 2 \\
\end{array}
\right)$$</p>

<p>Hope it's not too wrong :)</p>
"
"2382596","2382614","<p>The author is arguing as follows: for any <em>fixed</em> $n$-tuple $(x^{*1},\ldots,x^{*n})$ of covectors, the function $$(x_1,\ldots,x_n) \mapsto \Omega(x^{*1},\ldots,x^{*n};x_1,\ldots,x_n)$$
is multilinear and skew-symmetric (i.e., it is a determinant function). Therefore by the uniqueness theorem of determinant functions, there exists a scalar $\Phi(x^{*1},\ldots,x^{*n})$ (depending on our fixed $n$-tuple) such that our determinant function is just a multiple of the fixed non-trivial determinant function $\Delta$, i.e., $$\Omega(x^{*1},\ldots,x^{*n};x_1,\ldots,x_n) = \Phi(x^{*1},\ldots,x^{*n}) \Delta(x_1,\ldots,x_n).$$</p>

<hr>

<p>Stated differently: the set of all determinant functions on $E$ actually forms a vector space. (If you're familiar with exterior algebra, it is the space $(\Lambda ^n E)^*$.) The uniqueness theorem above amounts to the statement that this space is one-dimensional, spanned by $\Delta$. Therefore there is an isomorphism $\phi:(\Lambda ^n E)^* \to K$ characterized by $\phi(\Delta) = 1$, where $K$ denotes the base field. The author is implicitly defining a map which I will call $\psi:(E^*)^n  \to (\Lambda ^n E)^*$, by the rule $$\psi(x^{*1},\ldots,x^{*n}) = [(x_1,\ldots,x_n) \mapsto \Omega(x^{*1},\ldots,x^{*n};x_1,\ldots,x_n)].$$
Then his $\Phi$ is precisely the composition $\Phi = \phi \circ \psi$.</p>
"
"2382599","2382605","<p>The solution is wrong. 
Every set in the discrete topology is both open and closed. Closure of a closed set is itself. Hence, the answer should be $(a,b).$</p>
"
"2382604","2382620","<p>You show it's saturated by figuring out what all the Galois types are (there aren't many in this example!), and checking that they're all realized. </p>

<p>Let's say an element which satisfies all the $P_n$ is central. The point is that if a model is uncountable of size $\lambda$, then it must contain a central element (actually $\lambda$-many), so you know which $E$-class all the central elements are in. Over a countable model with no central elements, there are two central Galois types, which can't both be realized in the same model. This is the only obstruction to saturation. </p>
"
"2382611","2382718","<p>Here’s another technique, which even though of limited utility, works beautifully and quickly when it works at all.</p>

<p>You are asking for roots of $X^4=-1$ over $\Bbb F_5$, and the degree of the extension that one of them (and hence all) generates. But these are the primitive eighth roots of unity, and you need to know the degree of the smallest extension of $\Bbb F_5$ that contains these. In other words, you are looking for the first $n$ such that $8|(5^n-1)$. Answer is $n=2$, of course, thus each such eighth root generates $\Bbb F_{25}$, and each is merely quadratic over $\Bbb F_5$, so that $X_4+1$ necessarily factors into two quadratics. (The method doesn’t give the factorization.)</p>

<p>But it works equally well for $X^4+2$, since now you’re talking about fourth roots of $3$, which in turn is a primitive fourth root of unity. So roots of $X^4+2$ are sixteenth roots of unity, and the first $n$ such that $16|(5^n-1)$ is $n=4$. Irreducible.</p>
"
"2382617","2382639","<p>(a) is true.  Let's see why using the definition of lim inf.</p>

<p>Let $\epsilon &gt; 0$.  $\liminf \limits_{n \to \infty} x_{n} = a$ means $\lim \limits_{n \to \infty} g_{n} = a$, where $g_{n} := \inf \limits_{k \geq n} \{x_{k}\}$, right?  So, for some point $N$ in the sequence, we have all later points (i.e., for all $n \geq N$) satisfying $g_{n} \in (a - \epsilon, a + \epsilon)$.  That means $\inf \limits_{k \geq n}\{x_{k}\} \in (a - \epsilon, a + \epsilon)$ <strong>for all $n \geq N$</strong>.  Ok, so let's look at $N$ first.  $g_{N} \in (a - \epsilon, a + \epsilon)$ implies $\inf \limits_{k \geq N} \{x_{k}\} \in (a - \epsilon, a + \epsilon)$, and so by properties of infimum, we can find some point in the sequence $x_{n_{1}}$, with $n_{1} \geq N$.  Now, since $n_{1} \geq N$, that means $g_{n_{1}} \in (a - \epsilon, a + \epsilon)$.  By the same argument as above, we can find some $n_{2} &gt; n_{1}$ so that $x_{n_{2}} \in (a - \epsilon, a + \epsilon)$.  Then we can find $n_{3} &gt; n_{2}$, and so on.  In particular, we have a subsequence $x_{n_{k}}$ satisfying $x_{n_{k}} &lt; a + \epsilon$, which is what we wanted to find, so (a) is true.</p>

<hr>

<p>(b) is false, as Daniel Schepler noted in the comments.  </p>

<p>To show this using the definitions, note that $a - \epsilon &lt; a$, right?  Now, if $\liminf \limits_{n \to \infty} x_{n} = a$, that means $\lim \limits_{n \to \infty} g_{n} = a$, where $g_{n} := \inf \limits_{k \geq n} \{x_{k}\}$, right?  So, after some $N$, all of the $g_{n}$ are within $\frac{\epsilon}{2}$-distance of $a$ by definition of limit.  In particular, for some $N$, $a - \frac{\epsilon}{2} &lt; g_{N} = \inf \limits_{k \geq N} \{x_{k}\}$, implying that $a - \frac{\epsilon}{2} \leq x_{k}$ for all $k \geq N$.  This shows that you can't find a subsequence less than $a - \epsilon$.</p>
"
"2382618","2382640","<p>Note that
$$\frac{P'(z)}{P(z)}=\frac m{z-\xi}+Q(z)$$
where $Q$ is analytic near $\xi$, so that
$$\lim_{z\to\xi}(z-\xi)\frac{P'(z)}{P(z)}=m$$
etc.</p>
"
"2382621","2384999","<p>In ergodic theory it is common to define a <em>simple eigenvalue</em> as one for which the eigenspace has dimension $1$, although as you say this is not the usual definition in some areas. See for example the book <em>Ergodic Theory</em> by Peter Walters; it is not made precise anywhere, as far as I can tell, but that's what the proofs use, see for example the proof of Theorem $1.19$.</p>

<p>Actually, the common definition in dynamical systems is the same as in the particular case of ergodic theory. See for example page 87 of <em>Dynamical Systems: An International Symposium</em> (edited by L. Cesari, J. Hale and J. LaSalle).</p>
"
"2382626","2382641","<p>In contemporary usage, ""algebraic field"" does not have any precise meaning. As you say, ""a field $F$ <em>algebraic</em> <em>over</em> a field $E$"" does have a precise meaning, namely, that every element $x\in F$ is algebraic over the field $E$. Note that $F$ need not be of finite degree over $E$. Yes, an ""(algebraic) number field"" is of finite degree over $\mathbb Q$. A ""global field"" is either a number field or a ""function field"", the latter being a finite extension of $\mathbb F_q(x)$.</p>

<p>It may be that since the word ""field"" has other uses (e.g., ""vector field""), the authors wanted to emphasize that their current use was in this abstract algebra sense.</p>
"
"2382638","2382692","<p>The answer is no in general. You are assuming that $A\ll \lambda$, where $\lambda$ is the Lebesgue measure on the time axis. If the Lebesgue measure also dominates $\langle M,M\rangle$, so that 
$$\langle M,M\rangle\ll \lambda,\tag{1}\label{1}$$
then yes. </p>

<p>The following can be helpful. If there is an equivalent local martingale measure (ELMM) for $X$ then 
necessarily $A\ll \langle M,M\rangle$. If ELMM exists then necessarily 
$B \ll \langle M,M\rangle$. If additionally we know that \eqref{1} holds then you get what you wanted.</p>
"
"2382647","2382681","<p>$2n$ is the correct value. Start from a cycle and then add an extra edge from each vertex to the vertex two spaces clockwise. Can you show that this is $4$-connected?</p>
"
