id,acceptedanswerid,title,body
"2379427","2379457","Question concerning the proof of Baire's Theorem","<p>Baire's Theorem: Let $(X,d)$ be a complete metric space and let $D_n, n \in \mathbb N$ be open, dense subsets of X. Then also $\bigcap_{n \in \mathbb N} D_n$ is dense in X.</p>

<p>In the following, $U_r(x)$ will denote the open ball of $x$ and $K_r(x)$ the closed ball of $x$ (with radius $r$ respectively).</p>

<p>Proof: We need to show that, for all $x \in X$ and $r &gt; 0$, $U_r(x) \cap \bigcap_{n \in \mathbb N} D_n \neq \varnothing$. Let $x \in X$ and $r &gt; 0$ be arbitrary, but fixed. By induction, we then define a
sequence $(x_n)_{n \in \mathbb N} ⊂ X $ and $(r_n)_{n \in \mathbb N} ⊂ \mathbb R_{\ge 0}$ by </p>

<p>i) $K_{r_{n+1}}(x_{n+1}) ⊂ D_n \cap U_{r_{n}}(x_n)$ </p>

<p>ii) $r_n \le {1 \over n}$ </p>

<p>I want to skip the construction of such a sequence for a given $x$ and $r$.</p>

<p>Having constructed $(x_n)_{n \in \mathbb N}$ and $(r_n)_{n \in \mathbb N}$ satisfying i) and ii), we obtain $x_n \in K_{r_{n}}(x_{n}) ⊂ D_{n-1} \cap U_{r_{n-1}}(x_{n-1}) ⊂ U_{r_{n-1}}(x_{n-1}) ⊂...⊂ U_{r_{m}}(x_{m})$ for all $n \gt m$. Thus $d(x_n, x_m) &lt; r_m &lt; {1 \over m}$ for all $n \gt m$. This implies that $(x_n)_{n \in \mathbb N}$ is a Cauchy-sequence in X.</p>

<p>I also want to skipt the last part, where we show that $\lim_{n \to \infty} x_n \in U_r(x) \cap \bigcap_{n \in \mathbb N} D_n$.</p>

<p>My question: Where did I use that $K_{r_{n+1}}(x_{n+1})$ is a closed ball? Is this needed for $x_n$ to be a Cauchy-sequence? Why?</p>
"
"2379432","2379433","Find the maximum integer $a$ such that $2 <\log_{4}{a} < \log_{2}{7}$","<p>Short of just plugging in values of $a$ and seeing what works, I don't know how to solve this systematically. How do you find $a$ and what is the name of this type of problem so I can learn about it?</p>
"
"2379434","2379437","Prove that $\bigcap_{\delta>0}A_\delta=\overline{A}$","<p>Let $A$ be a subset of the metric space $M$ and for $\delta&gt;0$ define</p>

<p>$$A_\delta=\{x\in M\mid(\exists a\in A)\, d(x,a)&lt;\delta|\}$$</p>

<p>Prove that $\bigcap_{\delta&gt;0} A_\delta=\overline{A}$</p>

<ul>
<li>I can only prove that $A_\delta$ is open...</li>
</ul>
"
"2379435","2379436","If nx + ky = kx+ny, where x,y,n and m are all real numbers and x is not equal to y.","<p>What can we say about the relationship between n and k ?</p>
"
"2379439","2379478","What is a Jacobian?","<p>I understand how to calculate the Jacobian for any function. What I don't get is, what does it actually achieve? what does it mean? Are there any real life examples where we use a Jacobian?</p>
"
"2379440","2379496","The canonical projection $\mathbb{S}^n\twoheadrightarrow\mathbb{R}P^n$ is a local diffeomorphism.","<blockquote>
  <p>Let $\pi_n\colon\mathbb{S}^n\rightarrow\mathbb{R}P^n$ be the canonical projection, then $\pi_n$ is a smooth local diffeomorphism.</p>
</blockquote>

<p>I am aware that I can directly conclude using that $\{\pm 1\}$ acts freely and properly discontinuously on the space $$\mathbb{R}P^n=\mathbb{S}^n/\{\pm 1\}$$
so that $\pi_n$ is a covering space. Besides, the smoothness of $\pi_n$ is easily read in charts. </p>

<p>However, I would like to read directly the desired property in charts using the inverse function theorem.</p>

<p>To do so, let $p\in\mathbb{S}^n$, one can assume without loss of generality that $p$ lies in the northern hemisphere so that:
$$\phi\colon x\mapsto (x_1,\ldots,x_n)$$
is a chart of $\mathbb{S}^n$ around $p$ whose inverse is given by:
$$\phi^{-1}\colon (x_1,\ldots,x_n)\mapsto\left(x_1,\ldots,x_n,\sqrt{1-{x_1}^2-\cdots-{x_n}^2}\right).$$
Furthermore, the following map is a chart of $\mathbb{R}P^n$ around $\pi_n(p)$:
$$\psi\colon[x_1:\cdots:x_n:x_{n+1}]\mapsto \left(\frac{x_1}{x_{n+1}},\ldots,\frac{x_n}{x_{n+1}}\right).$$
Read in these above charts $\pi_n$ gives rise to:
$$g:=\psi\circ\pi_n\circ\phi^{-1}\colon(x_1,\ldots,x_n)\mapsto\left(\frac{x_1}{\sqrt{1-{x_1}^2-\cdots-{x_n}^2}},\ldots,\frac{x_n}{\sqrt{1-{x_1}^2-\cdots-{x_n}^2}}\right).$$
Hence the smoothness of $\pi_n$ at $p$ and one has that:</p>

<blockquote>
  <p>$$\textrm{Jac}_p(g)_{i,j}=\frac{\delta_{i,j}}{\sqrt{1-{p_1}^2-\cdots-{p_n}^2}}-\frac{{p_i}^2}{(1-{p_1}^2-\cdots-{p_n}^2)^{3/2}}.$$</p>
</blockquote>

<p>Believe me or not, I do not want to compute the nasty determinant of this matrix! Is there a clever way to see that the above matrix is invertible? Sadly, it does not appear to be diagonally strictly dominant. Any help will be greatly appreciated!</p>
"
"2379448","2379454","Number of even triples in $0-1$ set","<p>Let I have a $0-1$ set of $n$ elements, where $n\ge 3$.</p>

<p>Now this set has $C_n^3$ triples (subsets of 3 elements).</p>

<p>Each triple can have either even amount of 1's (0 or 2) or odd (1 or 3). I'll call them even/odd triples.</p>

<p>Now the question: for any number $p\in[0,~C_n^3]$, there exists a set that has $p$ even triples.</p>

<p>Example for $n = 4$:</p>

<ol>
<li>Set has no even triples. Such set is $\{1,1,1,1\}$ and all of it's triples are $\{1,1,1\}$.</li>
<li>Set has one even triple. Such set is $\{1,0,0,0\}$. One triple is $\{0,0,0\}$ and $3$ others are $\{1,0,0\}$.</li>
<li>Set has two even triples. Such set is $\{1,1,0,0\}$. $2$ triples are $\{1,1,0\}$ and other $2$ are $\{1,0,0\}$.</li>
</ol>

<p>Negating 1st and 2nd sets will give examples of sets containing $3$ and $4$ even triples.</p>

<p>This shows that for $n \leq 4$ answer for question is true, but is it true for any $n$?</p>
"
"2379450","2380667","How to show that these surfaces aren't locally isometric?","<h2>I have two surfaces $S$ and $S^*$ parametrized by $X(u,v)$ and $X^*(u,v)$ s.t. the first fundamental forms' coefficients are $$E(u,v)=1+\frac{1}{u^2},\quad F=0,\quad G=u^2.$$ and $$E^*=1,\quad F^* =0, \quad G^*=u^2+1.$$ How do I show that they are not locally isometric?</h2>

<p>As both of them have the same Gaussian  Curvature, my attempt is, fix $p\in S$, and suppose that $Y$ is another parametrization of $S$ around $p$ s.t. the coefficients of the first fundamental rule associated to $Y$ are $E^*$, $F^*$ and $G^*$. Then, let $w=u'X_u+v'X_v=u'Y_u+v'Y_v$. Then,
$$E(u')^2+2Fu'v'+G(v')^2=E^*(u')^2+2F^*u'v'+G^*(v')^2$$
i.e.,
$$(1+\frac{1}{u^2})(u')^2+u^2(v')^2=(u')^2+(u^2+1)(v')^2.$$
Rearranging,
$$\frac{1}{u^2}(u')^2=(v')^2.$$
Then,
$$\frac{u'}{u}=v'.$$
Which is not true for all $w\in T_pS$. Is that correct?</p>
"
"2379453","2379529","How to show that $\frac{1}{2\pi} \int_{0}^{2\pi}\ln|re^{i\theta} -a|d\theta=\max(\ln r,\ln|a|)$?","<p>In a <a href=""http://projecteuclid.org/euclid.jmsj/1261416430"" rel=""nofollow noreferrer"">PDF</a>  I am reading they say:
$$\frac{1}{2\pi} \int_{0}^{2\pi}\ln|re^{i\theta}-a|d\theta=\max(\ln r,\ln|a|). $$
It is certainly a simple calculation but I can't see why. Is there someone who can explain to me. Thanks.</p>
"
"2379458","2379459","Is $\sum_{n\ge0}\frac1{2^{2^n}}$ rational?","<p>How might I determine whether $\sum_{n\ge0}\frac1{2^{2^n}}$ is rational?</p>
"
"2379460","2381188","Explanation of OEIS:A000236 - Residue Classes","<p>I'm looking at <a href=""http://oeis.org/A000236"" rel=""noreferrer"">OEIS:A000236</a>, whose definition states:</p>

<blockquote>
  <p>Maximum m such that there are no two adjacent elements belonging to the same n-th power residue class modulo some prime p in the sequence 1,2,...,m (equivalently, there is no n-th power residue modulo p in the sequence 1/2,2/3,...,(m-1)/m).</p>
</blockquote>

<p>I can't quite understand this. Here's what I have so far:</p>

<ul>
<li>The power residue class $b=[a]_m$ represents all $b$ for which $a=b \pmod m$ (thanks to <a href=""https://math.stackexchange.com/a/360173/457091"">Inceptio's answer</a>). This represents all possible remainders of $a \div m$.</li>
<li>A necessary and sufficient condition for $t \in R$ where $R$ consists of the $n$th power residues $\pmod p$ is that $x^k \equiv t \mod p$ is solvable ($x$ exists). <a href=""https://cms.math.ca/openaccess/cjm/v16/cjm1964v16.0310-0314.pdf"" rel=""noreferrer"">Source: CMS</a></li>
<li>If $z$ is the maximum value such that there are no two adjacent elements in 1, 2, ..., m belonging to the same power residue class, then that means the $z$ and $z+1$ belong to the same power residue class</li>
</ul>

<p>This leads me to believe that if two numbers $z_1, z_2$ are in the same $n$th power residue class $\pmod p$, it means that there exist $y_1, y_2$ such that $y_1^n \equiv z_1 \pmod p$ and $y_2^n \equiv z_2 \pmod p$</p>

<p>If this is correct, great. If it is incorrect, could someone explain to me where my ideas are wrong and what this sequence means? Thanks!</p>
"
"2379461","2379476","G is a graph with n vertices. Prove that $χ(G) · χ( \overline G) ≥ n$.","<blockquote>
  <p>Let G be a graph with n vertices. Prove that $χ(G) ·  χ( \overline G) ≥ n$.</p>
</blockquote>

<p>I know that the chromatic number of a graph with $n$ vertices will have somewhere between $χ(G - v) \leq χ(G) \leq  χ(G-v) + 1$ and also that the upperbound of the chromatic number will be greater than or equal tot he max degree of a vertex in G plus 1 and that the lower bound is the greater than or equal to the largest clique.</p>

<p>Is there anything we can do with this information to prove our proposition?</p>
"
"2379462","2379471","Can I produce $1 - y$ with $y x_0 + x_1$","<p>I want to know whether it is possible to calculate $1 - y$ using only a multiplication then an addition of two numbers which are not a function of $y$. I suspect it isn't possible but I would like to know how to prove this. </p>

<h2>What I've tried so far:</h2>

<p>I tried manipulating the equation $1 - y = y  x_0 + x_1$, attempting to solve for $x_0$ and $x_1$. Through this I found two equations:</p>

<p>$y = \frac{1 - x_1}{x_0 + 1}$</p>

<p>$x_1 = y (-x_0) + y + 1$</p>

<p>By plugging the first equation into the second and I get the following
$x_1 = (\frac{1 - x_1}{x_0 + 1})(-x_0) + \frac{1 - x_1}{x_0 + 1} + 1$</p>

<p>With some manipulation I end up with $(x_0 + 1)(x_1 - 1) = x_0x_1-x_0 + x_1 - 1$ which if you do the multiplication on the left side causes all the terms to cancel leaving me with $0 = 0$ and no information about $x_0 $ or $x_1$.</p>

<p>I tried solving a similar equation $ y + 1 = y * x_0 + x_1$ that I know has the solution $x_0 = 1, x_ 1 = 1$ and I also ended up with all the terms cancelling so I know that the fact that happened doesn't prove that there is no solution.</p>

<p>How can I prove one way or the other whether there exist values of $x_0$ and $x_1$ that solve my problem?</p>
"
"2379463","2379467","How to find the closest to a given number N to the power of X?","<p>Let's say we have a number 4923 and we want to find the closest $n^x$</p>

<p>2 ^ 12 = 4096 but it's not the closest possible  $n^x$, for example 17 ^ 3 = 4913 is closer to 4923</p>

<p>How do we find the closest $n^x$ to a given number without bruteforce? Let's assume it's a positive integer of 4 digits long, as an example</p>
"
"2379466","2379523","What is the probability of the absolute value of the difference being 2?","<p>Let there be a set A ,where A = {0,1,2,3,4,5,6,7,8,9} and we are to choose a two member subset {k,m} from A such that k,m are elements of A</p>

<p>What is the probability that |k-m| = 2 ?</p>
"
"2379469","2383379","How should I study The Matrix Cookbook?","<p>I use <a href=""http://www2.imm.dtu.dk/pubdb/views/edoc_download.php/3274/pdf/imm3274.pdf"" rel=""nofollow noreferrer"">The Matrix Cookbook</a> by Kaare Brandt Petersen and Michael Syskind Pedersen to solve many problems(mostly matrix derivatives). In a most cases, I just map the problem to one of the formula and solve it but I cannot derive the formula by myself easily(I may prove the given formula is correct). Since I do not have access to the book when I am taking test, I am wondering how others perform these kinds of calculation without a reference book. Is this book just considered as a reference or I should study the book and try to drive the formula by myself? Does anyone have an insight on how to get better in matrix calculus(specially derivative with respect to vector or matrix) or how should I study such books? Thanks in advance. </p>
"
"2379481","2379545","Finding minimal polynomial and splitting field","<p>Given $\alpha = \sqrt{7 + \sqrt{7}}$, I want to find 2 entities:</p>

<ol>
<li>Determine, with justification, the minimal polynomial, $m_\mathbb{Q}(\alpha)$ of $\alpha$ over $\mathbb{Q}$.</li>
<li>Recall that the splitting field $\mathbb{E}$ of $m_\mathbb{Q}(\alpha)$ is the smallest extension of $\mathbb{Q}$ that contains all roots of $m_\mathbb{Q}(\alpha)$. Determine, with justification $|\mathbb{E}: \mathbb{Q}|$.</li>
</ol>

<p>In regards to the first, it's straightforward to show that $m_\mathbb{Q}(\alpha) = \alpha^4 - 14\alpha^2 + 42$, and that $m_\mathbb{Q}(\alpha)$ is irreducible over $\mathbb{Q}$. However, it is the second part that I am stuck on. The roots of $m_\mathbb{Q}(\alpha)$ are easily shown to be $\pm\sqrt{7\pm\sqrt{7}}$, but I am unsure how to proceed.</p>
"
"2379493","2379547","Confusion about Proportion and Percentages","<p>This is very simple but somehow I can't gather my head around it. </p>

<p>There are two groups, group A is 10 percent more likely to have certain characteristic, what proportion of population has that characteristic? </p>

<p>Edit:</p>

<p>I meant group as an english word. I know it's a stupid question but I'm just finding it hard to comprehend. Is the proportion of population which have certain characteristic (for example males) is going to be 55% in this case? To elaborate more, let's say that in a certain population it is likely that males are 10 percent more likely show up to the event than females. Then can I say that proportion of males who show up is 55%? </p>
"
"2379503","2379512","Find A Power Series Solution For The First Order D.E. $(1-x)y'-2y=0$","<blockquote>
  <p>Find a power series solution for the first order D.E.:
  $$(1-x)y'-2y=0$$$$\sum a_nx^n, y(0)=1$$$$y'=\sum_{n=0}^{\infty }na_nx^{n-1}$$$$(1-x)y'=y'-xy'$$$$xy'=x\sum_{n=0}^{\infty }na_nx^{n-1}=\sum_{n=0}^{\infty }na_nx^{n}$$$$\sum_{n=0}^{\infty }na_{n+1}x^{n}-\sum_{n=0}^{\infty }na_nx^{n}-\sum_{n=0}^{\infty }2a_nx^{n}=0$$$$a_0=y(0)=1$$$$x^n\begin{bmatrix}
\sum_{n=0}^{\infty }na_{n+1}-\sum_{n=0}^{\infty }na_n-\sum_{n=0}^{\infty }2a_n
\end{bmatrix}=0$$
  But where to from here? If $x\neq0$
  $$\begin{bmatrix}
\sum_{n=0}^{\infty }na_{n+1}-\sum_{n=0}^{\infty }na_n-\sum_{n=0}^{\infty }2a_n
\end{bmatrix}=0$$</p>
</blockquote>
"
"2379504","2379581","What is known of $\sum_{n=1}^{\infty}x^n/n^n$?","<p>What is $$\lim_{x\rightarrow\,-\infty}\sum_{n=1}^{\infty}\frac{x^n}{n^n}$$?</p>

<p>What is known about specific values of this function at say $-2,-1,0,1,2,3$?</p>
"
"2379505","2379509","Topology intersection of neighbourhoods","<p>Hi in this theorem I am struggling understanding how I can be certain that V defined as the intersection of all the different neighbourhoods of different p's contains all p's. Would it not be possible that some of these neighbourhoods dont intersect and hence we louse one of the p's. Hence it would not be in V?</p>

<p>What am I missing?</p>

<p><a href=""https://i.stack.imgur.com/lOOSq.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lOOSq.jpg"" alt=""enter image description here""></a></p>
"
"2379510","2379542","Prove that f is integrable","<p>Suppose that $(X,m)$ is a measure space with $m(X)&lt;\infty$ Assume that 
$a=\sum_{n=0}^{\infty} m\{x\in X: |f(x)|\geq n\}&lt;\infty$, show that $\int_X |f(x)| dm \leq m(X)+a$
My thought is that we can separate $\int_X f dm=\int_{|f|\geq 1} |f(x)| dm +\int_{|f|&lt;1} |f(x)| dm$, the second part is less than $m(X)$, but how do we show that the first part is less than $a$?
Thank you</p>
"
"2379516","2379568","Integrate $\exp[-x^T M x + r^T x]$ when M is a block matrix","<p>I need to evaluate an integral of the form</p>

<p>$$\int_{-\infty}^\infty ... \int_{-\infty}^\infty \exp[-\mathbf{x}^T\mathbf{M}\mathbf{x} + \mathbf{r}^T\mathbf{x}] dx_1...dx_N$$</p>

<p>I know that when $\mathbf{r} = \mathbf{0}$, the integral is simply $\sqrt{\frac{\pi^N}{\det\mathbf{M}}}$. The matrix, $\mathbf{M}$, is large but its structure is block</p>

<p>$$\mathbf{M} = \begin{bmatrix} \mathbf{A} &amp; \mathbf{G} \\ \mathbf{G}^T &amp; \mathbf{0} \end{bmatrix}$$</p>

<p>where $\mathbf{A}$ is also block diagonal, so that the determinant of $\mathbf{M}$ is not difficult to find in closed form (by decomposing into a product of matrices with determinants that are much easier to calculate). However, when $\mathbf{r} \neq \mathbf{0}$ then the only way I know to evaluate the integral is to diagonalize $\mathbf{M}$ by $\mathbf{P} \mathbf{M} \mathbf{P}^T$, rotate $\mathbf{r}$, and complete the square. This requires that I find the eigenvectors and eigenvalues of $\mathbf{M}$. Is there either (1) a simpler way to find the eigenvalues and eigenvectors of $\mathbf{M}$ that makes use of its structure ($\mathbf{A}$ is $5M \times 5M$ consisting of $5 \times 5$ blocks, $\mathbf{G}$ is $3 \times 5M$ and $N = 5M + 3$) or (2) an alternative way to evaluate the integral that does not require finding the eigenvalues and eigenvectors of $\mathbf{M}$?</p>
"
"2379518","2379600","Finding the sum of a certain series","<blockquote>
  <p>Consider $\sum_{n=1}^{\infty}nx^n\sin(nx)$. Find $R &gt; 0$ such that the series is convergent for all $x\in(-R,R)$. Calculate the sum of the series. </p>
</blockquote>

<p>I could find the radius of convergence is $R=1$, hence for any $x\in (-1,1)$ the series is continuous and convergent, However, I have some problem in finding the exact sum of this series.</p>

<p>To find $f(x)=\sum_{n=1}^{\infty}nx^n\sin(nx)$, I think it's reasonable to find $F(x)=\sum_{n=1}^{\infty}nx^ne^{inx}$ and the imaginary part of $F(x)$ is $f(x)$.</p>

<p>So if $F(x)=\sum_{n=1}^{\infty}nx^ne^{inx}$, then $\frac{1}{2\pi}\int_{-\pi}^\pi F(x)e^{-inx}dx=nx^n$, but I don't know how to find $F(x).$ </p>
"
"2379519","2381856","Roots of the minimal polynomial of $\alpha$ are from the orbit of $\alpha$","<p>I already understand t.gunn's proof (below) but got me thinking how did he come up with the idea? I mean, why did he know that the roots of the minimal polynomial had to be elements from here $G\cdot\alpha$ (the orbit of $\alpha)?$</p>

<p>Proposition: If $\mathbf K:\mathbf F&lt;\infty,$ and is Galois, then it is normal and separable.</p>

<p><strong>Proof:</strong>
(summary of t.gunn's proof  :)</p>

<p>Let $\alpha\in\mathbf K.$</p>

<p>The minimal polynomial of $\alpha$ is</p>

<p>$$ f_\alpha(x) := \prod_{\beta \in G \cdot \alpha} (x - \beta). $$
Indeed:</p>

<p>First, note that $f_\alpha(\alpha) = 0$, which follows since $\alpha = \operatorname{id}(\alpha) \in G \cdot \alpha$.</p>

<ul>
<li><p>Second, note that $f_\alpha \in \mathbf{F}[x]$, </p></li>
<li><p>Third note that $f_\alpha$ is minimal. Indeed if $f(\alpha) = 0$ then $f(\sigma(\alpha)) = \sigma(f(\alpha)) = \sigma(0) = 0$ for all $\sigma \in G$. Thus $\sigma(\alpha)$ is a root for all $\sigma \in G$. Thus $f_\alpha \mid f$.</p></li>
</ul>

<p>Finally, we note that $f_\alpha$ splits over $\mathbf{K}$ and is separable, by construction.</p>
"
"2379520","2379530","Find all the values of $p$ for which the integral converges $\int_0^{\pi/2} \frac{\sin x}{x^p} dx$","<blockquote>
  <p>Find all the values of $p$ for which the integral converges
  $$\int_0^{\pi/2} \frac{\sin x}{x^p} dx$$</p>
</blockquote>

<p>First, we can note that
$$\int_0^{\pi/2} \frac{\sin x}{x^p} dx \leq \int_0^{\pi/2} \frac{1}{x^p} dx$$</p>

<p>Let's find the values $p$ so as to have the upper bound converging:</p>

<p>Case 1: When $p = 1$
$$\int_0^{\pi/2} \frac{1}{x^p} dx = \lim\limits_{t \rightarrow 0^+}[ \ln(x)]_t^{\pi/2}= - \infty $$</p>

<p>Case 2: When $p \neq 1$
$$\int_0^{\pi/2} \frac{1}{x^p} dx = \lim\limits_{t \rightarrow 0^+} \left[\frac{1}{1-p} x^{1-p} \right]_t^{\pi/2}= \lim\limits_{t \rightarrow 0^+} \left( \frac{1}{1-p} \right)     \left( \left(\frac{\pi}{2}\right)^{1-p} - t^{1-p} \right) $$</p>

<p>If $p&lt;1$:  as $t \rightarrow 0^+$, we have  $t^{1-p} \rightarrow 0$ $=&gt;$ the limit exists.</p>

<p>If $p&gt;1$: as $t \rightarrow 0^+$, we have $t^{1-p} \rightarrow \infty $ $=&gt;$ the limit does not exist.</p>

<p>It follows that the upper integral converges when $p&lt;1$, By the comparison test theorem the original integral converges when $p&lt;1$</p>

<p>Not overly confident about my approach. If it is correct, is there a more formal efficient approach to discriminate the values of $p$? </p>
"
"2379525","2379531","Let $R = \mathbb{R} -\{0\}$ and the operation $*$ is $x*y = \lvert\,x\,\rvert\,y.$ Is this a group?","<p>This is what I have:</p>

<blockquote>
  <p>1) Associativity:</p>
  
  <blockquote>
    <p>Let a,b,c $\in$ R    </p>
    
    <p>a*(b<em>c) = a</em>(bc) = abc </p>
    
    <p>(a*b)*c = (ab)*c = abc</p>
  </blockquote>
  
  <p>2) Identity:</p>
  
  <blockquote>
    <p>a<em>e = a = e</em>a</p>
    
    <p>|a|e = a</p>
    
    <p>|e|a = a</p>
    
    <p>e = 1</p>
  </blockquote>
  
  <p>3) Inverse:</p>
  
  <blockquote>
    <p>a*b = e = 1</p>
    
    <p>|a|b = 1</p>
    
    <p>ab = 1</p>
    
    <p>b = $\frac1a$</p>
  </blockquote>
  
  <p>This is a group then. Yes, no, I'm a mess?</p>
</blockquote>
"
"2379537","2379641","Does the sum $\sum_{n=1}^{\infty} e^{-n}\tan n$ converge at all?","<p>The one in question is as followed: </p>

<p>$$
\sum_{n=1}^{\infty} e^{-n}\tan n
$$</p>

<p>This comes up in one of those coffee-shop discussion...</p>
"
"2379556","2379580","Continuous homomorphisms $U(n) \to \mathbb{T}$.","<p>Let $U(n)$ be the group of $n \times n$ unitary matrices, and let $\mathbb{T} = \{ z\in \mathbb{C} : |z|=1\}$ be the circle group. I would like to say that every continuous homomorphism $U(n) \to \mathbb{T}$ is given by $u \mapsto \det(u)^k$ for some $k \in \mathbb{Z}$. Assuming this is even true, can we prove this without appealing to some general description of the irreducible representations of $U(n)$?</p>
"
"2379578","2379586","Why is this a versal extension?","<p>On page 10 of Sernesi's book ""Deformations of Algebraic Schemes"", he claims that given an $A$-algebra $R$ such that $$R = \frac{P}{I} = \frac{A[x_1,\ldots,x_n]}{I}$$ the following short exact sequence is a versal extension $$ 0 \to \frac{I}{I^2} \to \frac{P}{I^2} \to R \to 0 $$
meaning, given any square-zero extension $$0\to J \to R' \to R \to 0$$ there is a morphism from the first short exact sequence to the second. Why is this true?</p>
"
"2379599","2379606","Dualizing the morphic group action","<p>Let $G$ be an algebraic group and $X$ an algebraic variety.</p>

<p>I am confused about dualising the morphic action of an algebraic group on a variety.</p>

<p>So we have $\psi:G\times X\to X$ is a group action. Then we can consider $\psi_g:X\to X$ for each $g\in G$ if we wish. This feels very natural to me.</p>

<p>Now when we dualize, we obtain $$(1):\quad \psi^*:K[X]\to K[G]\otimes K[X].$$ So to dualize, I am of the maybe false opinion, we are essentially working with a pullback. Say we were working with the left translation $\psi_x(y)=x^{-1}y$.</p>

<p>Then we can define on $f\in K[X]$ $f(x^{-1}y)=f\circ \psi_x(y)=\psi_x^*(f)(y)$, so we can naturally think of $\psi_x^*:K[X]\to K[X]$. But then, moving to $\psi^*$, surely I obtain:
$$\psi^*:G\times K[X]\to K[X],$$
rather than obtaining $(1)$. </p>

<p>I guess this is remedied by not using the pullback property. But then, what do we want to capture with this dual map?</p>
"
"2379612","2379694","Finding the 4th side of Trapezoid that makes its Area at Maximum","<p>I was trying some couple of math problems just to kill time and I stumbled upon this question:</p>

<p>If three sides of a trapezoid are each 6 inches long, how long must the fourth side be if the area is a maximum?</p>

<p>My work:</p>

<p>I do know that the area of a trapezoid is $A=0.5h(b_1 + b_2).$ But I need to express $A$ in terms of single variable $x$. You know.....$A = f(x)$. I imagine the problem like this:</p>

<p><a href=""https://i.stack.imgur.com/hzAzu.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/hzAzu.png"" alt=""Trapezoid""></a></p>

<p>The area of the trapezoid now is $$A = \frac{1}{2} (6) ((6+\sqrt {x^2 - 36})+6)$$</p>

<p>Then: $$A = 3(12 + \sqrt {x^2 -36})$$ $$A = 36 + 3\sqrt {x^2 -36}$$</p>

<p>Differentiating the above equation with respect to $x$, we get:</p>

<p>$$\frac{dA}{dx} = 0 + 3\left(\frac{1}{2} (x^2-36)^\frac{-1}{2} (2x)\right )$$</p>

<p>$$\frac{dA}{dx} = \frac{3x}{2(x^2-36)^\frac{1}{2}}$$</p>

<p>I set $\frac{dA}{dx}$ to be zero to get the value of fourth side of trapezoid that makes its area maximum.</p>

<p>$$0= \frac{3x}{2(x^2-36)^\frac{1}{2}}$$</p>

<p>I got $x = 0$, which essentially makes the trapezoid losing its fourth side.</p>

<p>How do you answer the above question?</p>
"
"2379613","2379766","Counting the amount of desirable colourings","<p>Inspired by <a href=""https://math.stackexchange.com/questions/2379587/probability-of-at-least-one-streak-of-5-heads-in-100-tosses-of-a-fair-coin"">This topic</a>:</p>

<p>Let there be $N$ balls in a straight line. We colour them with $m$ $(c_1, c_2,\ldots , c_m)$ different colours. </p>

<blockquote>
  <p>Determine the probability there exists at least one streak of monochromatic balls of at least length $1\leq k\leq N$.</p>
</blockquote>

<p>The real question here is, how do we count how many of the colourings are desirable to us and how many there are in total.</p>

<p>For instance, pick $N=5, m=2$ (equal probability), $k=3$.
With two colours, there should be $2^5 = 32$ different colourings.</p>

<p>EDIT: Thanks Arthur<br>
$5$ ways for three consecutive to occur, $2$ ways for four consecutives and $1$ way of five consecutives. By symmetry, there should be $16$ desirable choices. </p>

<p>With some modifications we can also work out the solution if the colourings had different probabilities.</p>

<p><strong>Question:</strong>
How do we count desirable choices when $N=100, m=2$ (equal probability) and $k = 5$? 
It's not very sensible to count each case. Is there a way to work this problem out with pen and paper?</p>
"
"2379622","2379628","Image of countable and uncountable sets","<p>There are two questions:</p>

<blockquote>
  <ol>
  <li>Image of a countable set of real numbers under any continuous function is countable?</li>
  </ol>
</blockquote>

<p>My claim is yes. Let $X$ is countable $\implies X=\{x_1,x_2,\ldots,\}$. Now $f(X)=\{f(x_1),f(x_2),\ldots,\}$ which can be atmost countable. Now my question is ""<strong>What is the role of continuity here</strong>?""</p>

<blockquote>
  <ol start=""2"">
  <li>Image of a uncountable set of real numbers under any non-constant continuous function is uncountable?</li>
  </ol>
</blockquote>

<p>I feel this is true. But unable to proceed. Please provide me a hint.</p>
"
"2379645","2379671","Determine the image of $f$","<p>I am given the following equation:</p>

<p>$$
f(n) = \begin{cases} n+3 &amp; n\text{ even} \\
         2(n-1) &amp; n\text{ odd}
\end{cases}
$$</p>

<p>Determine the image of $f$ (meaning the image $f(\mathbb{Z})$ of the entire domain $\mathbb{Z}$) and prove that the answer is correct)</p>

<p>I am not entirely sure what is meant by image and proving the answer is correct.</p>
"
"2379647","2379679","Difference between theoretic moment and sample moment and understanding","<p>OK, So I'm reading the following definitions</p>

<ul>
<li><p>$E(X_k)$ is the kth (theoretical) moment of the distribution (about the origin), for k = 1,2,...</p></li>
<li><p>$M_k=\frac{1}{n}\sum_{i=1}^nX^k_i$ is the kth sample moment, for k = 1,2,...</p></li>
</ul>

<p><strong>My questions are:</strong> </p>

<ul>
<li><p>How is the sample moment different from the theoretical moment? Isn't $E(X^k)=\frac{1}{n}\sum_{i=1}^nX^k_i$ ?</p></li>
<li><p>What is the connection between sample moment and theoretical moment?</p></li>
</ul>
"
